APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,GENDER,MARITAL_STATUS,RESIDENTIAL_PHONE,RESIDENCE_TYPE,EMAIL,PROFESSIONAL_PHONE,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,QUANT_ADDITIONAL_CARDS,QUANT_DEPENDANTS,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,MONTHS_IN_THE_JOB,AGE,TARGET_LABEL
Web,1,F,1,Y,2,1,Y,9,2,1,0,0,10,366,0,0,0,0,0,18,0
Web,1,M,5,N,1,1,Y,9,2,1,0,0,2,616,0,0,0,0,0,54,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,4,545,0,0,0,0,0,18,1
0,1,F,1,Y,1,1,Y,9,2,1,0,0,5,1050,0,1,0,1,0,44,1
0,1,F,2,Y,1,0,N,0,0,1,0,0,15,1000,0,1,0,1,0,56,1
Web,1,M,1,Y,1,1,Y,9,2,1,0,1,3,1200,0,0,0,0,0,35,1
Web,1,F,2,Y,1,1,N,2,4,1,0,0,1,418,0,0,0,0,0,21,0
0,1,F,2,Y,5,0,N,9,2,1,0,0,0,934,0,1,0,1,0,58,1
0,1,M,2,Y,1,0,N,9,2,1,0,0,22,600,0,1,0,1,0,22,0
0,1,F,1,Y,1,1,Y,9,2,1,0,0,15,450,0,1,0,0,0,26,1
0,1,F,2,Y,1,1,Y,9,2,1,0,3,13,350,0,1,0,1,0,31,1
Paper,1,F,2,Y,1,1,N,11,4,1,0,0,1,200,0,0,0,0,0,28,1
Web,1,M,2,Y,1,1,N,9,1,2,0,0,15,1179,0,0,0,0,0,64,0
Web,1,M,2,Y,1,1,N,7,2,1,0,0,1,1500,0,0,0,0,0,58,0
Web,1,F,2,Y,1,1,N,9,5,2,0,0,2,589.65,0,0,0,0,0,40,1
Web,1,F,1,Y,1,1,N,9,2,1,0,1,30,463,0,0,0,0,0,43,0
Web,1,F,1,Y,1,1,N,,,1,0,1,5,500,0,0,0,0,0,18,1
Web,1,M,6,Y,1,1,N,9,2,1,0,0,1,265.35,0,0,0,0,0,28,1
Web,1,M,2,Y,1,1,N,9,2,1,0,1,5,380,0,0,0,0,0,48,0
Paper,1,M,2,Y,0,1,Y,,5,1,0,0,0,790.47,0,0,0,0,0,37,1
Web,1,M,2,N,1,1,Y,9,2,1,0,0,3,634,0,0,0,0,0,47,0
Web,1,M,1,Y,1,1,N,2,4,1,0,2,15,273,0,1,0,0,0,35,1
Web,1,F,2,Y,1,1,N,9,1,1,0,0,4,1200,0,0,0,0,0,78,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,11,380,0,0,0,0,0,71,0
0,1,M,2,N,1,0,N,9,2,1,0,0,0,752,0,1,0,1,0,21,0
Web,1,F,2,N,1,1,N,9,5,2,0,0,5,380,0,0,0,0,0,52,0
0,1,F,3,Y,1,1,N,11,5,1,0,1,4,400,0,1,0,1,0,45,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,1,26,673,0,0,0,0,0,26,0
0,1,N,5,Y,1,0,N,0,0,1,0,0,22,350,0,1,0,1,0,62,0
Web,1,F,4,N,1,1,N,2,,1,0,1,6,485,0,0,0,0,0,79,0
0,1,F,2,Y,1,1,N,16,5,1,0,0,0,339,0,1,0,1,0,41,0
0,1,M,5,Y,1,0,N,0,0,1,0,0,0,1000,0,1,30000,1,0,59,0
0,2,M,6,Y,5,0,N,9,5,2,0,0,7,800,0,1,0,1,0,40,0
0,1,F,2,Y,1,0,Y,9,2,1,0,0,2,382,0,1,60000,1,0,28,0
0,1,M,2,Y,1,1,N,9,,1,0,4,2,947,0,0,0,0,0,53,0
Web,1,F,1,N,1,1,Y,9,2,1,0,0,0,350,0,0,25000,0,0,21,0
0,1,F,1,Y,1,1,Y,9,5,1,0,0,12,1243,500,1,0,1,0,28,1
0,1,F,2,Y,1,1,N,9,4,1,0,2,5,750,0,1,0,1,0,45,0
Web,1,M,1,N,1,1,N,9,4,1,0,2,12,350,0,0,0,0,0,55,1
Web,1,F,1,Y,1,1,N,9,4,2,0,0,10,200,0,0,0,0,0,18,1
Web,1,M,2,Y,1,1,N,9,1,1,0,0,9,368,0,0,0,0,0,61,0
0,1,M,1,Y,1,0,N,9,4,1,0,0,3,500,0,1,0,1,0,22,0
0,1,M,2,Y,0,0,N,9,2,1,0,0,0,460,0,1,0,1,0,40,1
Web,1,F,2,Y,1,1,N,,1,1,0,1,12,350,0,0,0,0,0,67,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,1,2200,0,0,0,0,0,39,1
0,1,F,1,Y,,1,Y,,,1,0,0,0,1198,0,1,0,0,0,40,0
0,1,M,2,Y,1,0,N,9,5,1,0,0,30,800,0,1,0,1,0,54,0
Web,1,M,1,Y,1,1,N,,,1,0,0,10,380,0,0,0,0,0,43,0
Web,1,M,1,Y,5,1,N,11,1,1,0,0,20,276,0,0,15000,0,0,60,0
0,1,F,4,Y,1,1,N,9,1,2,0,0,30,350,0,1,0,1,0,78,0
Paper,1,F,2,N,1,1,N,11,1,1,0,0,1,275,0,0,0,0,0,60,0
0,1,M,6,Y,1,0,N,0,4,1,0,2,0,500,0,1,0,1,0,37,0
0,1,F,2,Y,1,0,N,9,1,1,0,0,12,350,0,1,0,1,0,62,0
Web,1,M,3,Y,1,1,N,2,4,1,0,2,40,1115.23,0,0,0,0,0,53,0
0,1,F,1,Y,1,0,Y,0,2,1,0,0,20,1500,0,1,0,1,0,36,1
Web,1,F,2,Y,1,1,N,9,4,1,0,0,5,1680,0,0,0,0,0,33,0
Web,1,F,2,N,2,1,Y,9,2,1,0,0,1,400,0,0,0,0,0,28,0
Web,1,M,2,N,1,1,N,9,1,1,0,0,6,350,0,0,0,0,0,68,1
Web,1,F,2,Y,1,1,N,,4,1,0,3,3,1200,0,0,0,0,0,41,1
Web,1,M,1,Y,5,1,N,9,2,1,0,1,10,633.71,0,0,0,0,0,22,0
Web,1,F,1,N,,1,N,,,1,0,0,10,351.33,0,0,0,0,0,67,0
0,1,M,1,Y,1,1,N,9,1,1,0,0,0,811,0,1,0,1,0,60,0
Web,1,M,3,Y,1,1,Y,9,2,1,0,4,3,591,0,0,0,0,0,50,0
Web,1,F,2,Y,,1,N,,,1,0,0,10,650,0,0,0,0,0,31,0
0,1,F,2,Y,1,1,N,9,2,1,0,1,0,280,0,1,0,1,0,46,0
Web,1,F,2,N,1,1,N,,,1,0,4,8,250,300,0,0,0,0,43,0
0,1,F,4,Y,1,1,N,10,1,1,0,0,0,2401,0,1,0,1,0,62,0
Paper,1,F,1,Y,1,1,N,9,4,1,0,0,1,520,0,0,0,0,0,30,0
Web,1,M,2,Y,1,1,N,9,2,2,0,0,12,742,0,0,0,0,0,44,0
Web,1,F,2,Y,1,1,N,,1,1,0,0,23,285.01,650,0,0,0,0,56,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,10,400.4,0,0,0,0,0,19,1
0,1,F,1,Y,1,1,N,9,4,2,0,0,10,350,0,1,0,0,0,27,0
Web,1,F,2,N,1,1,N,9,2,1,0,0,10,350,0,0,0,0,0,42,1
Web,1,M,2,Y,1,1,N,9,2,1,0,1,4,435,0,0,0,0,0,47,1
Web,1,M,2,N,1,1,Y,9,2,1,0,3,5,422,0,0,0,0,0,41,0
Web,1,F,1,Y,2,1,N,9,1,1,0,0,5,381.44,0,0,0,0,0,59,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,3,600,0,0,0,0,0,27,0
Web,1,M,1,N,1,1,N,9,2,1,0,0,10,350,0,0,0,0,0,36,1
Web,1,F,2,Y,1,1,Y,2,4,1,0,0,18,350,0,0,35000,0,0,20,1
Web,1,F,1,Y,1,1,N,9,5,1,0,2,10,993,0,0,0,0,0,49,0
Paper,1,M,2,Y,1,1,Y,11,2,1,0,6,1,619,0,1,0,0,0,40,0
Web,1,F,1,Y,1,1,N,9,,1,0,0,10,400,0,0,0,0,0,32,1
0,1,F,4,Y,2,1,N,9,1,1,0,0,0,396,0,0,0,0,0,56,1
Web,1,F,2,Y,1,1,Y,9,5,1,0,2,5,1400,0,0,0,0,0,44,0
Web,1,M,7,Y,1,1,N,9,1,2,0,0,15,500,0,0,120000,0,0,64,0
0,1,M,1,Y,2,1,N,9,2,1,0,0,10,5616,0,0,0,0,0,49,1
0,1,F,2,Y,1,0,N,9,1,1,0,2,6,490,0,1,0,1,0,41,0
Web,1,M,2,N,1,1,N,9,2,2,0,0,8,452.64,0,0,0,0,0,39,1
Web,1,M,1,Y,1,1,N,9,2,1,0,0,4,477,0,0,58000,0,0,23,0
Web,1,F,1,Y,1,1,N,9,1,1,0,0,10,380,0,0,0,0,0,52,0
Web,1,M,1,Y,1,1,N,2,4,1,0,0,4,1000,0,0,0,0,0,40,0
Web,1,F,4,Y,1,1,N,9,5,1,0,6,45,410,0,0,0,0,0,63,0
0,1,M,2,N,1,1,N,,,2,0,0,3,351,0,1,0,0,0,66,1
0,1,M,2,N,,1,N,,,1,0,0,10,900,0,1,0,0,0,53,0
0,1,M,2,Y,1,0,N,2,5,1,0,0,7,350,0,1,0,1,0,24,0
Web,1,M,2,Y,1,1,N,2,4,1,0,0,12,677,0,0,0,0,0,49,0
Web,1,F,2,Y,1,1,N,9,4,1,0,0,11,880,0,0,0,0,0,51,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,10,1723,0,0,0,0,0,46,1
0,1,F,1,Y,1,0,N,9,2,1,0,0,7,350,0,1,0,1,0,31,0
Web,1,F,4,Y,5,1,N,9,1,1,0,0,10,350,0,0,0,0,0,66,0
0,1,F,1,Y,1,0,N,9,1,1,0,0,0,350,0,1,0,1,0,65,0
Web,1,F,2,Y,1,1,N,,,1,0,0,2,800,0,0,0,0,0,27,0
0,1,F,1,Y,1,1,N,16,5,1,0,0,10,350,0,1,0,0,0,33,0
Paper,1,M,2,Y,1,1,N,9,4,7,0,0,1,2478,0,0,0,0,0,53,0
Web,1,F,1,Y,1,1,N,9,1,1,0,0,15,380,100,0,18000,0,0,22,0
Web,1,M,1,Y,1,1,N,9,1,1,0,0,10,351.33,0,0,0,0,0,25,0
0,1,F,1,Y,1,0,N,2,4,1,0,0,25,400,0,1,0,1,0,47,0
0,1,F,2,Y,1,1,N,11,4,1,0,0,0,296,0,1,0,1,0,32,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,5,1000,0,0,0,0,0,73,1
0,1,M,1,Y,5,0,N,0,0,2,0,0,4,600,0,1,0,1,0,23,0
Web,1,F,4,Y,1,1,N,9,,1,0,0,10,420,0,0,0,0,0,83,1
Web,1,F,4,Y,1,1,N,9,1,1,0,0,4,380,0,0,0,0,0,43,0
0,1,M,2,Y,1,1,N,0,0,2,0,0,10,360,0,1,0,1,0,40,0
Web,1,F,5,Y,1,1,N,,,1,0,0,9,350,0,0,0,0,0,44,0
Web,1,F,4,N,1,1,N,,,1,0,1,14,350,0,0,0,0,0,56,1
Paper,1,M,5,Y,1,1,N,11,2,1,0,0,1,741,0,0,0,0,0,41,0
Web,1,F,1,Y,,1,N,,,1,0,0,10,380,0,0,0,0,0,41,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,20,350,0,0,0,0,0,43,0
0,1,F,4,Y,1,1,N,9,1,1,0,0,10,453,0,0,18000,0,0,71,0
0,1,F,2,Y,1,0,N,9,2,1,0,0,0,350,0,1,0,1,0,45,0
Web,1,F,1,Y,5,1,N,9,4,2,0,0,1,390,0,0,0,0,0,40,1
0,1,M,2,Y,1,0,N,0,0,1,0,0,0,1304,0,1,0,1,0,52,1
0,1,M,2,Y,1,0,N,0,1,1,0,3,5,372,600,1,0,1,0,46,1
0,1,F,3,Y,1,1,N,11,5,1,0,0,5,200,0,1,0,1,0,66,0
0,1,F,2,Y,2,0,N,0,0,1,0,0,0,1200,0,1,0,1,0,24,1
0,1,F,2,N,1,1,Y,9,5,7,0,0,15,350,0,1,0,1,0,54,0
Web,1,F,2,N,5,1,N,16,5,2,0,0,10,1200,0,0,0,0,0,38,1
0,1,F,1,Y,0,1,N,2,4,2,0,0,0,350,0,1,0,1,0,18,0
0,1,M,1,Y,1,0,N,9,5,1,0,0,0,350,0,1,0,1,0,30,1
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,4,491,0,0,0,0,0,35,1
Web,1,F,1,Y,1,1,N,9,5,7,0,4,12,745,0,0,0,0,0,36,0
Web,1,F,5,Y,1,1,N,9,2,1,0,0,13,909,0,0,0,0,0,44,1
Web,1,F,6,Y,1,1,N,11,4,2,0,2,10,500,0,0,0,0,0,31,1
Web,1,M,2,Y,1,1,N,9,1,1,0,0,40,522.06,0,0,0,0,0,63,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,5,350,0,0,0,0,0,66,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,30,700,0,0,0,0,0,42,0
Web,1,F,2,Y,1,1,N,2,4,1,0,4,13,2000,0,0,0,0,0,54,0
0,1,M,1,Y,1,0,Y,9,2,1,0,0,22,515,0,1,0,1,0,22,0
0,1,M,2,Y,1,1,N,,,1,0,3,1,1793,0,0,0,0,0,51,0
Web,1,M,1,Y,,1,N,,,1,0,0,10,350,0,0,0,0,0,23,1
Web,1,F,2,N,2,1,Y,9,2,2,0,1,1,471,0,0,0,0,0,33,0
Paper,1,F,5,Y,1,1,Y,9,2,1,0,1,1,923,0,0,0,0,0,31,1
0,1,M,1,Y,1,0,Y,9,2,1,0,0,30,762,0,1,0,1,0,31,0
0,1,F,2,Y,,1,Y,,,1,0,0,2,570,0,1,0,0,0,34,1
0,1,F,4,N,1,0,N,0,0,1,0,0,1,276,0,1,0,1,0,62,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,8,1095,0,0,40000,0,0,41,0
Web,1,M,2,Y,1,1,N,,,1,0,0,20,1561,0,0,0,0,0,59,0
0,1,F,2,Y,1,0,N,9,2,1,0,1,3,350,0,1,0,1,0,26,0
Web,1,F,1,Y,5,1,N,,,1,0,0,1,210,0,0,0,0,0,30,0
Web,1,M,2,Y,0,1,N,9,1,1,0,0,6,600,0,0,0,0,0,43,0
0,1,M,2,Y,1,0,Y,9,2,1,0,1,10,762,0,1,0,1,0,39,0
Web,1,F,5,Y,1,1,N,,,1,0,0,30,900,0,0,0,0,0,49,0
0,1,F,1,Y,2,0,N,9,2,1,0,0,6,424,0,1,0,1,0,30,0
Web,1,F,5,Y,2,1,N,9,4,1,0,1,2,600,0,0,0,0,0,68,0
Web,1,F,1,Y,1,1,N,9,4,1,0,1,16,1000,0,0,0,0,0,33,0
Web,1,F,2,N,1,1,N,,,1,0,1,2,38000,0,0,1500000,0,0,58,0
Web,1,F,1,Y,1,1,N,9,1,1,0,0,20,2300,0,0,0,0,0,54,0
0,1,M,1,Y,1,0,N,2,4,1,0,0,16,1200,0,1,0,1,0,61,0
Web,1,M,2,N,1,1,N,,1,1,0,0,3,350,0,0,0,0,0,57,0
0,1,M,2,Y,1,1,N,0,1,1,0,0,24,538,0,1,0,1,0,59,0
Paper,1,M,2,N,1,1,Y,11,2,1,0,2,1,980,0,0,0,0,0,42,0
Web,1,M,2,Y,,1,N,9,,1,0,0,10,422.28,0,0,0,0,0,25,0
Web,1,M,2,Y,1,1,N,9,5,1,0,0,10,1099,0,0,0,0,0,66,0
Web,1,M,2,N,,1,N,,,1,0,0,10,993.59,0,0,0,0,0,69,0
0,1,M,0,Y,1,1,N,9,2,1,0,6,0,416,0,1,0,1,0,39,0
0,1,F,2,Y,1,1,N,9,4,1,0,0,3,350,0,1,0,1,0,55,0
Web,1,M,2,N,1,1,Y,9,2,1,0,0,10,2228,0,0,0,0,0,46,1
0,1,F,2,Y,3,0,N,0,4,1,0,1,1,400,0,1,0,1,0,23,0
0,1,F,5,Y,1,1,N,9,4,1,0,1,10,500,0,1,0,0,0,42,0
0,1,M,2,N,1,0,N,9,5,1,0,0,27,677,0,0,0,1,0,52,1
Web,1,F,1,Y,1,1,N,,,1,0,0,10,615,0,0,0,0,0,39,1
0,1,M,1,Y,1,0,N,9,2,1,0,0,0,525,0,1,15000,1,0,22,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,5,1,410.7,0,0,0,0,0,41,1
0,1,F,1,Y,1,1,Y,9,2,1,0,1,1,1663,0,0,0,0,0,44,0
0,1,F,7,Y,1,1,N,9,5,1,0,2,10,300,0,1,0,1,0,39,0
Web,1,M,2,Y,1,1,Y,11,5,1,0,0,1,375,0,0,0,0,0,35,0
Web,1,F,2,N,2,1,N,2,1,2,0,0,2,351,351,0,0,0,0,61,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,10,465,0,0,0,0,0,46,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,2,1,3481,0,0,0,0,0,62,1
Web,1,F,4,Y,1,1,N,9,1,1,0,0,10,300,0,0,0,0,0,52,0
Web,1,F,1,Y,1,1,N,9,5,1,0,0,25,644,0,0,0,0,0,39,0
Paper,1,F,5,Y,1,1,N,9,4,2,0,3,1,220,0,0,0,0,0,32,0
Web,1,M,1,Y,1,1,N,9,2,1,0,2,6,380,0,0,0,0,0,31,1
0,1,F,2,Y,1,0,N,9,5,2,0,1,1,450,150,1,50000,1,0,48,0
Web,1,F,2,Y,1,1,N,,,1,0,5,2,350,0,0,0,0,0,31,1
0,1,M,6,Y,1,1,N,,,1,0,2,6,1149,0,1,0,0,0,33,0
0,1,F,6,Y,2,0,N,9,1,1,0,0,0,500,420,1,0,1,0,34,0
Web,1,F,4,N,1,1,N,9,1,1,0,0,11,700,0,0,0,0,0,66,0
Web,1,M,2,Y,1,1,N,2,4,1,0,3,10,380,0,0,0,0,0,61,0
Web,1,F,2,Y,1,1,N,2,1,1,0,1,30,351,0,0,0,0,0,57,0
0,1,F,1,Y,1,1,Y,9,2,1,0,3,9,280,0,1,0,1,0,28,1
Web,1,F,2,Y,1,1,N,9,5,1,0,0,26,618.34,0,0,0,0,0,47,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,17,404,0,0,0,0,0,41,0
Web,1,M,6,Y,1,1,Y,9,2,1,0,2,7,684.54,0,0,0,0,0,29,1
0,1,F,2,Y,1,0,N,9,1,1,0,0,15,913,638,1,0,1,0,50,0
Web,1,M,2,Y,1,1,Y,10,2,1,0,0,8,4592,0,1,120000,1,0,49,0
0,1,F,2,N,1,1,Y,10,2,1,0,0,0,602,0,1,0,1,0,48,0
Web,1,F,2,Y,1,1,N,9,4,1,0,2,10,980,0,0,0,0,0,49,0
Web,1,M,2,Y,1,1,N,8,5,1,0,0,10,5000,0,0,0,0,0,70,0
Web,1,M,1,Y,1,1,N,9,2,2,0,2,0,394,0,0,0,0,0,25,0
0,1,F,2,Y,1,0,N,0,0,1,0,0,0,700,0,1,0,1,0,33,0
Web,1,F,1,Y,1,1,N,9,2,1,0,1,25,350,0,0,0,0,0,30,1
Web,1,M,2,Y,2,1,N,9,5,1,0,0,0,572,0,0,0,0,0,56,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,9,350,0,0,0,0,0,25,1
0,1,M,2,Y,2,0,Y,9,2,1,0,0,4,1105,0,1,0,1,0,21,0
0,1,F,1,Y,1,1,N,2,0,1,0,0,0,220,0,1,0,1,0,39,0
Web,1,F,1,N,1,1,N,9,1,1,0,0,1,350,0,0,0,0,0,81,1
0,1,F,1,Y,1,0,N,9,5,1,0,0,5,650,0,1,0,1,0,35,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,5,495,0,0,0,0,0,20,0
0,2,M,2,N,5,1,N,9,5,2,0,3,1,470,130,1,0,1,0,46,1
Web,1,F,5,Y,2,1,N,9,4,1,0,2,3,300,0,0,0,0,0,26,1
0,1,F,2,Y,1,0,Y,9,2,1,0,0,5,350,0,1,0,1,0,46,0
Web,1,F,1,Y,1,1,N,11,,1,0,0,18,430,0,0,0,0,0,18,0
0,1,F,2,Y,2,0,N,9,2,1,0,0,3,870,0,1,0,1,0,29,1
0,1,M,6,Y,1,0,N,2,4,2,0,4,2,17460,0,1,0,1,0,41,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,1,1,662,0,0,0,0,0,26,1
0,1,F,4,Y,,1,N,16,,1,0,0,10,351,0,0,0,0,0,66,0
Web,1,F,3,Y,1,1,N,9,1,1,0,0,1,381,0,0,0,0,0,56,0
0,1,F,2,Y,2,1,Y,9,4,1,0,2,1,700,0,0,0,0,0,40,0
Web,1,F,2,Y,2,1,N,9,5,1,0,0,5,965.25,0,0,0,0,0,47,0
Web,1,F,4,Y,1,1,N,,,1,0,3,8,373,0,0,0,0,0,39,0
0,1,F,1,Y,1,0,N,9,4,1,0,0,6,700,0,1,0,1,0,56,1
Web,1,F,1,N,1,1,Y,12,2,1,0,3,26,599.4,0,0,0,0,0,47,0
Web,1,F,1,Y,1,1,Y,11,,1,0,0,20,586,0,0,0,0,0,28,0
Web,1,F,1,Y,1,1,N,9,1,1,0,0,1,222,0,0,0,0,0,55,1
Web,1,F,2,N,5,1,N,9,1,1,0,0,13,276,0,0,0,0,0,80,0
0,1,F,4,Y,1,0,N,9,1,1,0,0,20,274,0,1,0,1,0,85,1
Web,1,M,4,Y,1,1,N,9,,1,0,0,4,1204,0,0,0,0,0,48,1
0,1,F,1,Y,1,1,N,9,2,1,0,4,5,350,0,0,0,0,0,28,1
Web,1,F,2,Y,1,1,N,9,4,1,0,1,10,550,0,0,0,0,0,57,0
0,1,F,4,N,1,1,N,16,1,1,0,1,50,300,0,1,0,1,0,75,0
0,1,F,4,N,1,0,N,9,1,1,0,0,3,350,0,1,0,1,0,50,0
0,1,M,2,Y,1,1,N,0,0,1,0,0,1,591,0,1,0,1,0,51,0
Web,1,F,2,Y,5,1,N,9,4,1,0,2,19,400,0,0,0,0,0,37,0
Web,1,M,2,N,1,1,Y,9,2,2,0,1,5,646.46,0,0,0,0,0,37,0
0,1,M,2,Y,1,0,N,9,4,1,0,0,10,1600,0,1,0,1,0,51,0
0,1,F,1,N,1,1,N,11,2,1,0,0,1,651,0,0,0,0,0,53,0
0,1,F,1,N,1,0,Y,9,2,1,0,1,28,230,65,1,10000,1,0,28,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,10,364,0,0,25000,0,0,57,0
0,1,M,2,Y,1,0,N,9,5,1,0,2,1,728,0,1,0,1,0,30,0
Paper,1,F,4,Y,2,1,N,11,1,1,0,0,1,250,0,0,0,0,0,36,0
Web,1,F,2,Y,1,1,N,16,1,1,0,0,25,350,0,0,18000,0,0,57,0
0,1,F,1,N,1,1,Y,9,2,1,0,0,2,462,0,0,30000,1,0,21,0
Web,1,F,4,N,1,1,Y,9,5,2,0,0,10,1044,0,0,0,0,0,35,0
Web,1,M,2,Y,2,1,N,9,5,1,0,0,3,350,750,0,0,0,0,61,1
Web,1,M,2,Y,1,1,Y,9,5,1,0,3,2,529,0,0,0,0,0,37,1
Web,1,M,6,Y,1,1,N,,2,1,0,0,1,361,0,0,0,0,0,38,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,4,380,0,0,0,0,0,26,0
Web,1,M,7,Y,1,1,Y,9,5,1,0,0,10,481,0,0,0,0,0,46,0
Paper,1,F,2,N,2,1,Y,11,5,1,0,4,10,731,0,0,0,0,0,47,0
Web,1,M,2,N,5,1,N,9,2,1,0,0,4,365.39,0,0,0,0,0,27,0
Paper,1,F,2,Y,1,1,N,11,4,1,0,0,1,650,0,0,0,0,0,54,0
Web,1,M,2,Y,,1,N,,,1,0,0,10,1550,0,0,0,0,0,67,1
Web,1,M,1,Y,1,1,Y,9,5,1,0,0,2,370,0,0,0,0,0,20,0
0,1,M,2,Y,1,0,N,0,4,1,0,3,4,1330,0,1,0,1,0,51,0
0,1,M,2,Y,1,1,N,11,2,1,0,2,0,508,0,1,0,1,0,43,1
Web,1,F,2,Y,2,1,N,,,1,0,0,5,761,0,0,0,0,0,34,1
0,1,M,2,Y,1,0,Y,9,2,2,0,2,1,15000,0,1,0,1,0,32,0
0,1,F,2,N,1,1,N,6,2,1,0,0,5,350,0,1,6500,1,0,34,0
Web,1,F,1,Y,,1,N,,,1,0,0,7,585.6,0,0,0,0,0,24,1
Paper,1,F,2,Y,1,1,Y,11,,1,0,2,1,412,0,0,0,0,0,45,0
0,1,F,1,N,1,0,Y,9,5,1,0,0,1,400,0,1,0,1,0,41,1
Web,1,M,1,Y,1,1,N,9,1,7,0,1,1,610.2,0,0,0,0,0,54,0
0,1,M,2,Y,1,1,N,9,,1,0,0,30,525,0,0,0,0,0,52,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,1,600,0,0,0,0,0,32,0
Web,1,M,1,Y,1,1,N,,,1,0,0,5,500,0,0,0,0,0,25,1
Web,2,F,2,Y,1,1,Y,12,2,1,0,0,4,576,0,0,0,0,0,33,0
0,1,F,1,N,1,1,Y,11,2,1,0,0,0,431,0,1,0,1,0,45,0
Web,1,F,2,Y,1,1,Y,9,2,2,0,1,1,400,0,1,0,0,0,29,0
Web,1,F,2,Y,1,1,Y,11,,1,0,2,5,500,0,0,0,0,0,41,1
0,1,F,6,N,1,1,Y,9,2,1,0,0,2,627,0,1,0,1,0,29,0
Web,1,M,1,Y,1,1,N,9,5,1,0,0,20,289,350,0,0,0,0,57,0
Paper,1,M,1,N,1,1,Y,12,2,1,0,0,1,1046,0,0,0,0,0,27,0
Web,1,M,6,Y,1,1,N,,,1,0,1,25,449,0,0,0,0,0,24,0
Web,1,F,2,Y,1,1,N,,,1,0,0,10,350,0,0,0,0,0,33,0
0,1,F,1,Y,1,1,N,0,0,1,0,0,0,1200,0,1,0,1,0,31,0
Web,1,M,1,Y,1,1,N,9,5,2,0,0,10,700.4,0,0,0,0,0,30,0
0,1,F,3,Y,2,1,N,9,2,1,0,4,10,443,744,1,0,1,0,40,1
0,1,F,2,Y,2,1,Y,,,1,0,0,10,586,0,1,0,0,0,23,0
0,1,F,2,Y,2,0,N,9,4,1,0,0,8,800,0,1,0,1,0,41,0
0,1,F,1,Y,1,0,Y,9,2,1,0,0,10,400,0,1,0,1,0,28,1
0,1,M,1,Y,1,1,N,9,,1,0,1,5,600,0,0,49000,0,0,23,1
Web,1,M,2,Y,5,1,Y,9,2,1,0,1,10,710,629,0,0,0,0,48,1
Paper,1,F,4,Y,1,1,N,9,1,1,0,0,1,1350,0,0,0,0,0,72,0
0,1,F,4,Y,1,1,N,9,5,1,0,0,30,3241,0,1,0,1,0,52,0
Web,1,F,1,N,1,1,N,9,1,1,0,0,10,351,0,0,0,0,0,66,0
Web,1,M,2,Y,1,1,N,,,1,0,0,20,1075,0,0,0,0,0,43,0
Web,1,F,2,N,1,1,N,9,1,1,0,0,15,381,0,0,0,0,0,44,0
Web,1,M,1,Y,1,1,N,,,1,0,1,3,560,0,0,0,0,0,23,0
Web,2,F,1,Y,1,1,N,9,4,2,0,0,6,200,0,0,0,0,0,35,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,15,350,350,0,0,0,0,38,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,12,1251,0,0,0,0,0,39,0
0,1,F,2,N,1,1,N,0,0,1,0,0,20,350,0,1,0,1,0,66,0
0,1,F,2,N,1,0,N,9,1,1,0,5,6,260,0,1,0,1,0,59,0
0,1,M,2,Y,5,1,Y,11,2,1,0,0,0,600,0,1,0,1,0,41,0
0,1,F,2,Y,1,0,N,0,0,2,0,4,11,300,0,1,0,1,0,27,0
Web,1,F,2,Y,1,1,N,9,4,1,0,2,25,381,0,0,0,0,0,60,0
Web,1,M,1,Y,1,1,N,9,2,2,0,2,1,752,0,0,0,0,0,32,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,15,553.73,0,0,0,0,0,37,0
